GuestID,FirstName,LastName,Gender,AgeBand,HomeCity,Country,PostcodeArea,Email,LoyaltyTier,MemberSince,MarketingConsent
GST00442,Sophie,Stewart,F,55-64,Edinburgh,United Kingdom,EH,sophie.stewart808@yahoo.co.uk,Silver,2018-09-08,Yes
GST00443,Joshua,Patel,M,55-64,Manchester,United Kingdom,M,joshua.patel677@gmail.com,Bronze,2026-05-09,Yes
GST00444,Ella,Campbell,F,55-64,London,United Kingdom,SE,ella.campbell577@proton.me,Silver,2020-10-18,Yes
GST00445,Charlie,Clarke,M,65+,Reading,United Kingdom,RG,charlie.clarke697@hotmail.com,Bronze,2019-08-13,Yes
GST00446,Alice,Smith,F,25-34,Manchester,United Kingdom,M,alice.smith667@proton.me,Bronze,2025-10-29,No
GST00447,Chloe,Campbell,F,45-54,Mumbai,India,,chloe.campbell803@proton.me,Non-member,,No
GST00448,David,Thompson,M,55-64,London,United Kingdom,SE,david.thompson884@yahoo.co.uk,Silver,2024-05-06,Yes
GST00449,Lucy,Stewart,F,35-44,Oxford,United Kingdom,OX,lucy.stewart543@gmail.com,Non-member,,Yes
GST00450,Zara,Campbell,F,45-54,Newcastle,United Kingdom,NE,zara.campbell43@proton.me,Bronze,2021-12-01,No
GST00451,Jessica,Morris,F,35-44,Milan,Italy,,jessica.morris491@gmail.com,Bronze,2019-09-28,Yes
GST00452,Noah,Thompson,M,55-64,Edinburgh,United Kingdom,EH,noah.thompson352@proton.me,Gold,2026-07-27,Yes
GST00453,Bethany,Patel,F,18-24,London,United Kingdom,SE,bethany.patel7@hotmail.com,Non-member,,Yes
GST00454,Zara,Ali,F,65+,Reading,United Kingdom,RG,zara.ali186@gmail.com,Non-member,,Yes
GST00455,Nathan,Ahmed,M,35-44,Nottingham,United Kingdom,NG,nathan.ahmed487@proton.me,Bronze,2022-08-15,Yes
GST00456,George,Mitchell,M,25-34,Cambridge,United Kingdom,CB,george.mitchell90@yahoo.co.uk,Bronze,2019-02-07,Yes
GST00457,Fatima,Campbell,F,45-54,Sheffield,United Kingdom,S,fatima.campbell888@gmail.com,Gold,2019-01-20,Yes
GST00458,Georgia,Clarke,F,18-24,Glasgow,United Kingdom,G,georgia.clarke415@gmail.com,Silver,2020-12-01,Yes
GST00459,David,Jackson,M,25-34,Berlin,Germany,,david.jackson805@gmail.com,Gold,2018-03-27,Yes
GST00460,Leah,Jackson,F,65+,Leeds,United Kingdom,LS,leah.jackson886@gmail.com,Bronze,2022-09-19,Yes
GST00461,Arjun,Phillips,M,35-44,Liverpool,United Kingdom,L,arjun.phillips178@proton.me,Silver,2022-11-21,No
GST00462,Freya,Morris,F,45-54,Cardiff,United Kingdom,CF,freya.morris399@yahoo.co.uk,Non-member,,Yes
GST00463,Alice,Johnson,F,18-24,Cambridge,United Kingdom,CB,alice.johnson117@yahoo.co.uk,Non-member,,Yes
GST00464,Fatima,Reid,F,45-54,Amsterdam,Netherlands,,fatima.reid650@yahoo.co.uk,Bronze,2019-12-16,No
GST00465,George,Campbell,M,35-44,Liverpool,United Kingdom,L,george.campbell13@gmail.com,Bronze,2025-10-16,No
GST00466,David,Clarke,M,65+,Oxford,United Kingdom,OX,david.clarke359@icloud.com,Gold,2020-12-02,Yes
GST00467,Callum,Hall,M,45-54,Birmingham,United Kingdom,B,callum.hall937@gmail.com,Non-member,,No
GST00468,Leo,Shah,M,35-44,Cardiff,United Kingdom,CF,leo.shah994@proton.me,Non-member,,Yes
GST00469,Nadia,Johnson,F,35-44,Nottingham,United Kingdom,NG,nadia.johnson359@icloud.com,Bronze,2023-06-02,Yes
GST00470,Bethany,Murray,F,18-24,Amsterdam,Netherlands,,bethany.murray584@yahoo.co.uk,Bronze,2021-02-01,No
GST00471,Fatima,Hussain,F,65+,Toronto,Canada,,fatima.hussain944@gmail.com,Gold,2021-02-19,No
GST00472,Sara,Baker,F,45-54,Newcastle,United Kingdom,NE,sara.baker615@hotmail.com,Silver,2023-08-15,Yes
GST00473,Zara,King,F,45-54,Toronto,Canada,,zara.king640@outlook.com,Silver,2022-02-17,No
GST00474,Luke,Clarke,M,25-34,Reading,United Kingdom,RG,luke.clarke577@yahoo.co.uk,Platinum,2019-04-07,Yes
GST00475,Ava,Gupta,F,25-34,Bristol,United Kingdom,BS,ava.gupta226@outlook.com,Gold,2026-04-27,Yes
GST00476,Meera,Campbell,F,25-34,Leicester,United Kingdom,LE,meera.campbell279@yahoo.co.uk,Bronze,2023-03-19,Yes
GST00477,Thomas,Johnson,M,18-24,Edinburgh,United Kingdom,EH,thomas.johnson927@proton.me,Bronze,2025-12-23,No
GST00478,Alfie,Johnson,M,35-44,Leeds,United Kingdom,LS,alfie.johnson262@proton.me,Bronze,2024-12-18,Yes
GST00479,Emily,Patel,F,35-44,Milan,Italy,,emily.patel291@icloud.com,Bronze,2020-09-23,Yes
GST00480,Noah,Martin,M,25-34,Glasgow,United Kingdom,G,noah.martin103@proton.me,Bronze,2025-03-09,Yes
GST00481,Oscar,Stewart,M,18-24,Manchester,United Kingdom,M,oscar.stewart451@proton.me,Non-member,,No
GST00482,Zara,Wright,F,35-44,Nottingham,United Kingdom,NG,zara.wright512@outlook.com,Non-member,,Yes
GST00483,Alfie,Harris,M,45-54,Birmingham,United Kingdom,B,alfie.harris55@outlook.com,Non-member,,Yes
GST00484,Fatima,Walker,F,18-24,Reading,United Kingdom,RG,fatima.walker566@yahoo.co.uk,Platinum,2022-02-03,Yes
GST00485,Thomas,Clarke,M,35-44,Oxford,United Kingdom,OX,thomas.clarke602@proton.me,Bronze,2023-01-31,Yes
GST00486,Leah,Ali,F,25-34,Cardiff,United Kingdom,CF,leah.ali49@yahoo.co.uk,Gold,2023-01-23,Yes
GST00487,Samuel,Campbell,M,25-34,Edinburgh,United Kingdom,EH,samuel.campbell114@gmail.com,Gold,2020-02-01,Yes
GST00488,Jacob,Jackson,M,35-44,Birmingham,United Kingdom,B,jacob.jackson698@icloud.com,Silver,2021-09-29,Yes
GST00489,Harry,Jones,M,55-64,Oxford,United Kingdom,OX,harry.jones712@gmail.com,Non-member,,Yes
GST00490,Alfie,Williams,M,25-34,Manchester,United Kingdom,M,alfie.williams508@yahoo.co.uk,Bronze,2019-12-12,No
GST00491,Ethan,Phillips,M,25-34,Leicester,United Kingdom,LE,ethan.phillips882@gmail.com,Gold,2018-09-27,No
GST00492,Amelia,Collins,F,25-34,Leeds,United Kingdom,LS,amelia.collins701@gmail.com,Bronze,2020-02-22,Yes
GST00493,Arjun,Hall,M,25-34,Cardiff,United Kingdom,CF,arjun.hall679@proton.me,Silver,2019-01-28,No
GST00494,Emily,Wood,F,55-64,Reading,United Kingdom,RG,emily.wood480@icloud.com,Silver,2020-01-07,Yes
GST00495,Jacob,Campbell,M,25-34,Reading,United Kingdom,RG,jacob.campbell93@yahoo.co.uk,Bronze,2018-05-26,No
GST00496,Ryan,King,M,25-34,Cambridge,United Kingdom,CB,ryan.king598@proton.me,Silver,2018-03-22,Yes
GST00497,Sophia,Walker,F,55-64,Edinburgh,United Kingdom,EH,sophia.walker436@outlook.com,Silver,2024-06-01,Yes
GST00498,Joshua,Mehta,M,35-44,Nottingham,United Kingdom,NG,joshua.mehta738@gmail.com,Gold,2020-12-08,Yes
GST00499,Fatima,Williams,F,25-34,Sydney,Australia,,fatima.williams521@proton.me,Bronze,2019-11-30,No
GST00500,Thomas,Mehta,M,55-64,Reading,United Kingdom,RG,thomas.mehta35@gmail.com,Bronze,2019-09-23,Yes
GST00501,Mia,Harris,F,25-34,Sydney,Australia,,mia.harris833@outlook.com,Non-member,,Yes
GST00502,Callum,Turner,M,25-34,Reading,United Kingdom,RG,callum.turner990@outlook.com,Gold,2025-01-31,Yes
GST00503,Oscar,Phillips,M,25-34,Edinburgh,United Kingdom,EH,oscar.phillips357@icloud.com,Silver,2024-07-03,No
GST00504,Callum,Parker,M,25-34,Cardiff,United Kingdom,CF,callum.parker987@gmail.com,Bronze,2018-08-10,Yes
GST00505,Fatima,Martin,F,45-54,Edinburgh,United Kingdom,EH,fatima.martin217@hotmail.com,Non-member,,Yes
GST00506,Georgia,Williams,F,25-34,Milan,Italy,,georgia.williams264@gmail.com,Bronze,2021-10-08,Yes
GST00507,Ella,Edwards,F,25-34,Cambridge,United Kingdom,CB,ella.edwards226@outlook.com,Non-member,,Yes
GST00508,Joshua,Clarke,M,35-44,Manchester,United Kingdom,M,joshua.clarke248@icloud.com,Silver,2025-09-24,Yes
GST00509,Harry,Fraser,M,55-64,Reading,United Kingdom,RG,harry.fraser582@proton.me,Gold,2022-02-01,Yes
GST00510,Aisha,Thompson,F,25-34,Sheffield,United Kingdom,S,aisha.thompson371@outlook.com,Non-member,,No
GST00511,William,Baker,M,18-24,Birmingham,United Kingdom,B,william.baker578@yahoo.co.uk,Non-member,,Yes
GST00512,Samuel,Davies,M,35-44,Cambridge,United Kingdom,CB,samuel.davies50@yahoo.co.uk,Non-member,,Yes
GST00513,Ella,White,F,45-54,London,United Kingdom,SE,ella.white962@gmail.com,Non-member,,Yes
GST00514,Lucy,Harris,F,45-54,Cambridge,United Kingdom,CB,lucy.harris580@gmail.com,Silver,2020-05-13,Yes
GST00515,Alice,Smith,F,18-24,Mumbai,India,,alice.smith536@hotmail.com,Silver,2025-04-21,No
GST00516,Maya,Jackson,F,25-34,Birmingham,United Kingdom,B,maya.jackson993@icloud.com,Bronze,2025-09-02,Yes
GST00517,Noah,Taylor,M,18-24,Glasgow,United Kingdom,G,noah.taylor202@icloud.com,Gold,2023-06-16,Yes
GST00518,Jack,Murray,M,65+,Leeds,United Kingdom,LS,jack.murray882@yahoo.co.uk,Gold,2024-11-10,Yes
GST00519,Mia,Stewart,F,55-64,Newcastle,United Kingdom,NE,mia.stewart575@hotmail.com,Non-member,,Yes
GST00520,Ava,Davies,F,45-54,Oxford,United Kingdom,OX,ava.davies34@outlook.com,Gold,2022-04-24,Yes
GST00521,Priya,Parker,F,25-34,Oxford,United Kingdom,OX,priya.parker163@gmail.com,Non-member,,Yes
GST00522,Sophia,Mehta,F,25-34,Sheffield,United Kingdom,S,sophia.mehta233@outlook.com,Non-member,,Yes
GST00523,Luke,Walker,M,25-34,Glasgow,United Kingdom,G,luke.walker846@hotmail.com,Silver,2022-08-02,Yes
GST00524,Ava,Phillips,F,45-54,Bristol,United Kingdom,BS,ava.phillips705@proton.me,Silver,2022-05-24,Yes
GST00525,Nathan,Wilson,M,25-34,Sydney,Australia,,nathan.wilson650@proton.me,Silver,2024-12-31,No
GST00526,Noah,Thompson,M,18-24,Reading,United Kingdom,RG,noah.thompson509@icloud.com,Platinum,2022-11-07,Yes
GST00527,Amelia,Ali,F,35-44,Oxford,United Kingdom,OX,amelia.ali826@proton.me,Bronze,2020-01-08,Yes
GST00528,Charlotte,Stewart,F,18-24,Cardiff,United Kingdom,CF,charlotte.stewart383@icloud.com,Silver,2026-03-23,No
GST00529,Callum,Jones,M,35-44,Madrid,Spain,,callum.jones115@yahoo.co.uk,Bronze,2024-03-24,Yes
GST00530,William,Fraser,M,25-34,Newcastle,United Kingdom,NE,william.fraser297@outlook.com,Bronze,2020-05-16,Yes
GST00531,James,Morris,M,35-44,Milan,Italy,,james.morris130@hotmail.com,Silver,2026-03-17,Yes
GST00532,Maya,Collins,F,25-34,Leeds,United Kingdom,LS,maya.collins766@outlook.com,Platinum,2019-09-18,Yes
GST00533,Jacob,Collins,M,35-44,Berlin,Germany,,jacob.collins170@yahoo.co.uk,Bronze,2020-05-11,Yes
GST00534,Emily,Jones,F,25-34,Sheffield,United Kingdom,S,emily.jones200@outlook.com,Gold,2019-08-31,Yes
GST00535,Joshua,Reid,M,45-54,Sheffield,United Kingdom,S,joshua.reid775@proton.me,Silver,2021-06-22,No
GST00536,Benjamin,Fraser,M,45-54,Liverpool,United Kingdom,L,benjamin.fraser953@proton.me,Bronze,2022-01-09,No
GST00537,Zara,Mehta,F,45-54,Liverpool,United Kingdom,L,zara.mehta383@yahoo.co.uk,Non-member,,No
GST00538,Arjun,Shah,M,45-54,Leeds,United Kingdom,LS,arjun.shah310@icloud.com,Silver,2018-05-31,No
GST00539,Lily,Edwards,F,35-44,Glasgow,United Kingdom,G,lily.edwards767@gmail.com,Gold,2019-10-16,Yes
GST00540,Evie,Evans,F,45-54,Cambridge,United Kingdom,CB,evie.evans560@outlook.com,Non-member,,Yes
GST00541,Aisha,Harris,F,35-44,London,United Kingdom,SE,aisha.harris704@hotmail.com,Silver,2018-12-02,No
GST00542,Grace,White,F,25-34,Edinburgh,United Kingdom,EH,grace.white583@proton.me,Silver,2023-08-05,Yes
GST00543,Ella,Baker,F,45-54,Glasgow,United Kingdom,G,ella.baker661@outlook.com,Silver,2020-04-15,Yes
GST00544,Amelia,Wood,F,25-34,Manchester,United Kingdom,M,amelia.wood264@proton.me,Silver,2026-07-06,Yes
GST00545,Hannah,Morris,F,45-54,Liverpool,United Kingdom,L,hannah.morris840@icloud.com,Gold,2021-08-08,Yes
GST00546,Olivia,Walker,F,55-64,Oxford,United Kingdom,OX,olivia.walker505@outlook.com,Bronze,2018-09-09,No
GST00547,Nadia,Davies,F,45-54,Edinburgh,United Kingdom,EH,nadia.davies531@outlook.com,Non-member,,Yes
GST00548,Jacob,Wood,M,35-44,Liverpool,United Kingdom,L,jacob.wood852@hotmail.com,Bronze,2023-08-14,Yes
GST00549,Thomas,Hall,M,35-44,Newcastle,United Kingdom,NE,thomas.hall389@proton.me,Bronze,2019-10-12,Yes
GST00550,Mohammed,Green,M,25-34,Cambridge,United Kingdom,CB,mohammed.green433@yahoo.co.uk,Bronze,2022-03-27,No
GST00551,Ethan,Brown,M,55-64,Manchester,United Kingdom,M,ethan.brown910@icloud.com,Gold,2023-06-15,Yes
GST00552,Sara,Ahmed,F,35-44,Cambridge,United Kingdom,CB,sara.ahmed934@hotmail.com,Silver,2023-01-20,Yes
GST00553,Sophie,Collins,F,25-34,Leeds,United Kingdom,LS,sophie.collins766@yahoo.co.uk,Gold,2018-03-31,No
GST00554,Rohan,Cooper,M,18-24,Leicester,United Kingdom,LE,rohan.cooper997@outlook.com,Non-member,,Yes
GST00555,Charlie,Campbell,M,45-54,Cardiff,United Kingdom,CF,charlie.campbell275@hotmail.com,Non-member,,Yes
GST00556,Nadia,Jones,F,65+,Cardiff,United Kingdom,CF,nadia.jones751@proton.me,Bronze,2020-02-20,No
GST00557,Meera,Wilson,F,35-44,Cambridge,United Kingdom,CB,meera.wilson150@gmail.com,Gold,2025-09-25,No
GST00558,Isla,Hussain,F,35-44,Newcastle,United Kingdom,NE,isla.hussain909@gmail.com,Non-member,,No
GST00559,Charlotte,Williams,F,25-34,Bristol,United Kingdom,BS,charlotte.williams651@proton.me,Bronze,2025-06-30,Yes
GST00560,Ella,Phillips,F,45-54,Manchester,United Kingdom,M,ella.phillips556@gmail.com,Silver,2019-10-20,Yes
GST00561,Yusuf,Turner,M,55-64,Newcastle,United Kingdom,NE,yusuf.turner98@icloud.com,Bronze,2025-10-01,Yes
GST00562,Sophia,Mitchell,F,45-54,Edinburgh,United Kingdom,EH,sophia.mitchell610@yahoo.co.uk,Bronze,2020-10-05,Yes
GST00563,Lucy,Evans,F,35-44,Edinburgh,United Kingdom,EH,lucy.evans515@gmail.com,Silver,2021-05-09,Yes
GST00564,Noah,Murray,M,25-34,Leeds,United Kingdom,LS,noah.murray653@icloud.com,Gold,2021-05-08,No
GST00565,Oliver,Ahmed,M,45-54,Reading,United Kingdom,RG,oliver.ahmed35@gmail.com,Bronze,2020-05-07,No
GST00566,Lily,Williams,F,35-44,Birmingham,United Kingdom,B,lily.williams773@gmail.com,Gold,2022-05-07,Yes
GST00567,Georgia,Brown,F,55-64,Sheffield,United Kingdom,S,georgia.brown269@outlook.com,Silver,2019-05-22,Yes
GST00568,Daniel,Baker,M,25-34,Bristol,United Kingdom,BS,daniel.baker396@gmail.com,Bronze,2025-03-17,Yes
GST00569,Joshua,King,M,45-54,Birmingham,United Kingdom,B,joshua.king226@proton.me,Silver,2020-02-10,Yes
GST00570,Lewis,Reid,M,45-54,Birmingham,United Kingdom,B,lewis.reid714@outlook.com,Silver,2025-03-07,Yes
GST00571,Oliver,Jones,M,65+,Madrid,Spain,,oliver.jones491@gmail.com,Silver,2025-09-11,Yes
GST00572,Lily,Davies,F,65+,Paris,France,,lily.davies212@proton.me,Bronze,2024-01-31,Yes
GST00573,Ella,Campbell,F,35-44,Oxford,United Kingdom,OX,ella.campbell858@proton.me,Silver,2020-07-17,Yes
GST00574,David,Cooper,M,25-34,Liverpool,United Kingdom,L,david.cooper390@gmail.com,Gold,2024-06-22,Yes
GST00575,Thomas,Harris,M,35-44,Sheffield,United Kingdom,S,thomas.harris348@hotmail.com,Silver,2023-05-08,No
GST00576,Callum,Davies,M,25-34,Sheffield,United Kingdom,S,callum.davies498@proton.me,Non-member,,No
GST00577,David,Hall,M,35-44,Dublin,Ireland,,david.hall588@proton.me,Bronze,2018-03-24,Yes
GST00578,Sara,Smith,F,25-34,Leicester,United Kingdom,LE,sara.smith239@gmail.com,Silver,2024-12-07,No
GST00579,Rohan,Patel,M,35-44,Glasgow,United Kingdom,G,rohan.patel429@outlook.com,Bronze,2024-02-08,Yes
GST00580,Jack,Patel,M,55-64,Nottingham,United Kingdom,NG,jack.patel184@outlook.com,Bronze,2022-09-04,Yes
GST00581,Ryan,Wright,M,35-44,Edinburgh,United Kingdom,EH,ryan.wright980@yahoo.co.uk,Non-member,,Yes
GST00582,Ava,Fraser,F,55-64,Glasgow,United Kingdom,G,ava.fraser441@gmail.com,Platinum,2024-04-15,Yes
GST00583,Meera,Morris,F,25-34,Cambridge,United Kingdom,CB,meera.morris336@proton.me,Platinum,2023-05-03,Yes
GST00584,Leo,Hussain,M,45-54,Liverpool,United Kingdom,L,leo.hussain907@proton.me,Non-member,,Yes
GST00585,Ryan,Jones,M,45-54,Amsterdam,Netherlands,,ryan.jones354@proton.me,Non-member,,No
GST00586,Zara,Turner,F,65+,Edinburgh,United Kingdom,EH,zara.turner730@icloud.com,Silver,2024-04-25,Yes
GST00587,Leah,Singh,F,55-64,Reading,United Kingdom,RG,leah.singh51@yahoo.co.uk,Bronze,2022-01-14,No
GST00588,Arjun,Jackson,M,45-54,Cambridge,United Kingdom,CB,arjun.jackson375@gmail.com,Gold,2021-03-20,Yes
GST00589,George,Smith,M,25-34,Milan,Italy,,george.smith947@yahoo.co.uk,Bronze,2026-01-03,Yes
GST00590,Priya,Phillips,F,55-64,Newcastle,United Kingdom,NE,priya.phillips115@outlook.com,Gold,2018-07-06,Yes
GST00591,Sara,Baker,F,45-54,Newcastle,United Kingdom,NE,sara.baker418@icloud.com,Non-member,,Yes
GST00592,Alfie,Morris,M,35-44,London,United Kingdom,SE,alfie.morris687@outlook.com,Bronze,2026-05-13,No
GST00593,George,Reid,M,35-44,London,United Kingdom,SE,george.reid951@icloud.com,Bronze,2018-01-20,No
GST00594,Sara,Hussain,F,35-44,Newcastle,United Kingdom,NE,sara.hussain738@yahoo.co.uk,Silver,2022-12-04,Yes
GST00595,Henry,Brown,M,25-34,Cambridge,United Kingdom,CB,henry.brown463@hotmail.com,Non-member,,Yes
GST00596,Noah,Smith,M,25-34,Oxford,United Kingdom,OX,noah.smith944@yahoo.co.uk,Bronze,2023-10-20,No
GST00597,Adam,Khan,M,65+,Sheffield,United Kingdom,S,adam.khan852@outlook.com,Silver,2020-11-27,Yes
GST00598,Sara,Wood,F,35-44,Cardiff,United Kingdom,CF,sara.wood572@yahoo.co.uk,Bronze,2025-10-31,Yes
GST00599,Mia,Thompson,F,25-34,Newcastle,United Kingdom,NE,mia.thompson193@outlook.com,Silver,2023-02-17,No
GST00600,David,Carter,M,55-64,Liverpool,United Kingdom,L,david.carter180@proton.me,Bronze,2025-07-29,Yes
GST00601,Fatima,Brown,F,45-54,Berlin,Germany,,fatima.brown86@yahoo.co.uk,Gold,2025-11-19,No
GST00602,Aisha,Williams,F,65+,Leeds,United Kingdom,LS,aisha.williams776@hotmail.com,Silver,2026-06-27,Yes
GST00603,Matthew,Walker,M,35-44,Nottingham,United Kingdom,NG,matthew.walker48@yahoo.co.uk,Bronze,2019-10-14,No
GST00604,Yusuf,Martin,M,25-34,Cardiff,United Kingdom,CF,yusuf.martin263@proton.me,Gold,2020-02-04,Yes
GST00605,Oliver,Ali,M,65+,Dublin,Ireland,,oliver.ali445@yahoo.co.uk,Bronze,2021-05-11,No
GST00606,Luke,Martin,M,25-34,Edinburgh,United Kingdom,EH,luke.martin615@proton.me,Bronze,2018-07-20,Yes
GST00607,Mia,King,F,25-34,Glasgow,United Kingdom,G,mia.king319@icloud.com,Bronze,2022-10-18,No
GST00608,Adam,Jones,M,35-44,Sydney,Australia,,adam.jones553@icloud.com,Gold,2020-07-11,Yes
GST00609,Maya,Turner,F,35-44,Cardiff,United Kingdom,CF,maya.turner531@hotmail.com,Bronze,2024-08-30,Yes
GST00610,Meera,Ahmed,F,35-44,Cardiff,United Kingdom,CF,meera.ahmed691@proton.me,Bronze,2023-09-23,Yes
GST00611,Benjamin,Evans,M,25-34,Edinburgh,United Kingdom,EH,benjamin.evans94@hotmail.com,Gold,2026-02-09,No
GST00612,Charlotte,Phillips,F,65+,Sheffield,United Kingdom,S,charlotte.phillips507@yahoo.co.uk,Platinum,2026-04-17,Yes
GST00613,Rebecca,Ahmed,F,25-34,London,United Kingdom,SE,rebecca.ahmed655@yahoo.co.uk,Bronze,2024-05-24,No
GST00614,Fatima,Collins,F,45-54,Toronto,Canada,,fatima.collins283@proton.me,Bronze,2025-07-03,Yes
GST00615,Sophia,Fraser,F,45-54,Leeds,United Kingdom,LS,sophia.fraser409@hotmail.com,Bronze,2021-04-05,Yes
GST00616,Emily,Mehta,F,18-24,Oxford,United Kingdom,OX,emily.mehta936@gmail.com,Silver,2019-11-25,Yes
GST00617,Harry,Gupta,M,18-24,Bristol,United Kingdom,BS,harry.gupta243@hotmail.com,Gold,2018-06-05,No
GST00618,Samuel,Hall,M,25-34,Cambridge,United Kingdom,CB,samuel.hall502@yahoo.co.uk,Silver,2026-06-04,Yes
GST00619,Bethany,Robinson,F,18-24,Paris,France,,bethany.robinson688@gmail.com,Bronze,2024-04-19,Yes
GST00620,Luke,Wright,M,25-34,Manchester,United Kingdom,M,luke.wright304@gmail.com,Silver,2018-04-16,Yes
GST00621,Ryan,Patel,M,35-44,Leeds,United Kingdom,LS,ryan.patel97@hotmail.com,Non-member,,No
GST00622,Jessica,Jones,F,45-54,London,United Kingdom,SE,jessica.jones788@gmail.com,Bronze,2023-07-26,No
GST00623,Isla,Singh,F,25-34,London,United Kingdom,SE,isla.singh165@outlook.com,Platinum,2023-09-16,No
GST00624,Hannah,Edwards,F,55-64,Sydney,Australia,,hannah.edwards631@icloud.com,Non-member,,Yes
GST00625,Sara,White,F,35-44,Bristol,United Kingdom,BS,sara.white994@proton.me,Silver,2019-05-24,Yes
GST00626,Benjamin,Turner,M,18-24,Leicester,United Kingdom,LE,benjamin.turner670@outlook.com,Silver,2022-12-13,Yes
GST00627,Charlotte,Davies,F,45-54,Madrid,Spain,,charlotte.davies300@outlook.com,Bronze,2022-09-06,No
GST00628,Alice,Green,F,25-34,Leicester,United Kingdom,LE,alice.green355@gmail.com,Gold,2023-02-16,No
GST00629,George,Stewart,M,35-44,Nottingham,United Kingdom,NG,george.stewart965@outlook.com,Bronze,2026-05-26,Yes
GST00630,Olivia,Clarke,F,55-64,Cardiff,United Kingdom,CF,olivia.clarke763@outlook.com,Bronze,2020-05-07,Yes
GST00631,Benjamin,Wilson,M,65+,Edinburgh,United Kingdom,EH,benjamin.wilson972@outlook.com,Silver,2026-04-28,No
GST00632,Maya,Morris,F,35-44,Reading,United Kingdom,RG,maya.morris977@hotmail.com,Bronze,2025-01-31,No
GST00633,Ryan,Mehta,M,25-34,Glasgow,United Kingdom,G,ryan.mehta74@proton.me,Non-member,,Yes
GST00634,Matthew,Parker,M,45-54,Liverpool,United Kingdom,L,matthew.parker84@yahoo.co.uk,Platinum,2020-09-05,Yes
GST00635,Mohammed,Evans,M,45-54,Manchester,United Kingdom,M,mohammed.evans737@icloud.com,Bronze,2022-01-20,Yes
GST00636,Grace,Carter,F,35-44,Liverpool,United Kingdom,L,grace.carter108@gmail.com,Silver,2022-06-07,Yes
GST00637,Sophie,Campbell,F,35-44,Madrid,Spain,,sophie.campbell759@hotmail.com,Silver,2018-08-03,Yes
GST00638,Oliver,Smith,M,25-34,Manchester,United Kingdom,M,oliver.smith274@outlook.com,Silver,2022-05-02,No
GST00639,Jacob,Collins,M,25-34,Amsterdam,Netherlands,,jacob.collins127@hotmail.com,Platinum,2025-01-08,Yes
GST00640,Bethany,Campbell,F,55-64,Leeds,United Kingdom,LS,bethany.campbell554@proton.me,Gold,2022-03-28,Yes
GST00641,Priya,Carter,F,35-44,Mumbai,India,,priya.carter557@icloud.com,Gold,2020-05-27,No
GST00642,Mia,Brown,F,35-44,Liverpool,United Kingdom,L,mia.brown865@hotmail.com,Gold,2019-08-02,No
GST00643,Luke,Green,M,35-44,Edinburgh,United Kingdom,EH,luke.green458@icloud.com,Non-member,,Yes
GST00644,Mohammed,King,M,55-64,Berlin,Germany,,mohammed.king403@hotmail.com,Bronze,2020-11-26,Yes
GST00645,Joshua,Turner,M,45-54,London,United Kingdom,SE,joshua.turner822@gmail.com,Bronze,2026-06-17,Yes
GST00646,Matthew,Williams,M,35-44,Oxford,United Kingdom,OX,matthew.williams37@proton.me,Non-member,,Yes
GST00647,Ryan,Edwards,M,35-44,Dublin,Ireland,,ryan.edwards950@proton.me,Bronze,2021-03-27,Yes
GST00648,Sophie,Walker,F,45-54,Reading,United Kingdom,RG,sophie.walker570@hotmail.com,Silver,2026-06-17,Yes
GST00649,Bethany,Smith,F,45-54,Cardiff,United Kingdom,CF,bethany.smith242@proton.me,Silver,2019-11-30,Yes
GST00650,Ava,Phillips,F,35-44,Cambridge,United Kingdom,CB,ava.phillips855@icloud.com,Bronze,2019-11-25,Yes
GST00651,Henry,Mehta,M,55-64,Leeds,United Kingdom,LS,henry.mehta456@hotmail.com,Bronze,2021-02-20,No
GST00652,Oliver,Davies,M,18-24,Manchester,United Kingdom,M,oliver.davies432@outlook.com,Bronze,2018-10-09,Yes
GST00653,Charlie,Mitchell,M,25-34,Reading,United Kingdom,RG,charlie.mitchell956@hotmail.com,Bronze,2018-12-14,Yes
GST00654,Oliver,Fraser,M,55-64,Bristol,United Kingdom,BS,oliver.fraser905@icloud.com,Silver,2023-01-19,Yes
GST00655,Amelia,Khan,F,25-34,Mumbai,India,,amelia.khan58@proton.me,Bronze,2026-02-18,No
GST00656,Amelia,Gupta,F,25-34,Leicester,United Kingdom,LE,amelia.gupta246@outlook.com,Gold,2023-06-22,No
GST00657,Lily,Carter,F,35-44,Reading,United Kingdom,RG,lily.carter839@hotmail.com,Silver,2020-07-11,No
GST00658,Evie,Turner,F,45-54,New York,United States,,evie.turner331@outlook.com,Non-member,,Yes
GST00659,Jacob,Phillips,M,35-44,Berlin,Germany,,jacob.phillips14@outlook.com,Gold,2024-09-11,Yes
GST00660,Grace,Hussain,F,18-24,Mumbai,India,,grace.hussain85@icloud.com,Silver,2023-02-19,No
GST00661,Ava,Mitchell,F,25-34,Leicester,United Kingdom,LE,ava.mitchell720@yahoo.co.uk,Platinum,2026-07-20,Yes
GST00662,James,Green,M,35-44,London,United Kingdom,SE,james.green288@gmail.com,Non-member,,No
GST00663,Georgia,Baker,F,45-54,Leeds,United Kingdom,LS,georgia.baker413@outlook.com,Bronze,2018-01-17,Yes
GST00664,Fatima,Ahmed,F,25-34,Sydney,Australia,,fatima.ahmed804@outlook.com,Silver,2018-03-09,Yes
